prediction;gold;sentence 
positive;positive;"""we spent two night at this holiday inn express and were very happy with everything!"
negative;negative;she seemed to know most of the patron eating.
negative;negative;a room in the howard johnson for 110$ per night is much much better, and ha internet and 45 channel on tv and ha a pool.
positive;positive;"""i just loved my stay at this hotel!!!!!!"
positive;positive;"""fantastic hotel with friendly, helpful staff.\nideally located for universal studios."
negative;negative;"""i stayed there for one night."
positive;positive;"""the view of the harbor from my room wa fantastic and the location of the hotel wa perfect!"
negative;negative;a few minute later the young male climed on top of the pool bar's roof and started jumping into the pool.
negative;positive;"one quick note is a memory that will stay with u forever,during our time there we were attacked every day by a little bird who wa nesting in the surrounding tree and fauna of the pool,despite the best effort of the brilliant garden staff to locate and remove him and his family (due to some miserable guests)he remained and provided entertainment all the time we were poolside,truly hilarious to watch big guy (6ft plus) dodging this tiny but determined little bird!"""
positive;positive;"we had a great time in new york and would got back to that hotel again but i'm still disappointed with the treatment we got."""
positive;positive;it in a great location within minute of the riverside shopping center and the jacksonville zoo.
positive;positive;and of course, penn station.
positive;positive;\nnote: the black rose irish pub across the street serf delicious food in an authentic pub atmosphere.
negative;positive;it wa a little cool, so she went and got a fresh duvet cover and wrapped it around me.
positive;negative;we use the t whenever in boston.
negative;positive;"highly recommended hotel great value for money will come back when in dc again."""
positive;positive;location great.
positive;positive;from the moment i checked in, the customer service wa superb.
negative;positive;"il est evident que le parking est cher mais c'est le m\u00eame prix dans quasiment tous le hotel \u00e0 los angeles, il y a que dans le motel que le parking est gratuit."""
positive;positive;"we will definitely stay again."""
positive;positive;migh be a little warm during the summer though.
positive;positive;loved the complimentary internet, awsome connection.
positive;positive;loved the safety feature implemented by the hotel.
positive;positive;the menu change but includes a meat (sausage or bacon), egg on some day (although my daughter commented that it doesn't taste like real eggs), pancake and doughnut on some days, and there wa always oatmeal, several type of cereals, fruit, yogurt, texas sized and shaped waffle you make yourself, milk (chocolate, 2% and skim), juice (cranberry, grapefruit, orange), muffins, bagels, english muffins, and coffee/tea.
negative;positive;"el ultimo piso tiene una terraza totalmente vidriada, ahi e donde se desayuna con una vista so\u00f1ada a la ciudad!"""
negative;negative;it would be nicer if you can sit, and nicer yet if they would spend 40 dollar to get better mouse than the cheap, rollerball one they use that don't move very well.\n6.
negative;negative;they didn't even provide additional toiletry the second day.
positive;positive;"it is in a great location and it feel like you are coming \""home\"" at night, rather than to a big, corporate hotel."
negative;positive;but we were only one block away and close to everything, with the comfort of being away from everything, quaint and quiet.
negative;negative;"""we went for mother's day."
negative;positive;(i understand not all room had that however).
negative;positive;the staff at the wine service were extremely professional and welcoming.
positive;negative;"""originally from san francisco, i needed to return there for business."
positive;positive;this wa our first trip to new york, but when we return we will definitely stay at the belvedere again.
positive;positive;they helped u get around town and gave excellent directions.
negative;positive;"this is a special spot, i really mean it."""
negative;positive;"""i came with my family while my dad wa attending a convention in the winter."
negative;positive;this hotel ha recently been renovated from what i can see thus the room wa very clean, updated and had all of the ammenties needed for a one night stay (and more if needed) it is in a central location and would be great for anyone on business or vacation travel.
negative;positive;well, it didn't last very long, but i am terrified of being stuck in an elevator, so i wasn't too happy about this.
negative;positive;the sheet were smooth and soft!
negative;negative;every door bangs, a if it were your own roomdoor.
positive;positive;we loved the pool area, it wa like a little hideaway form city life outside.\nwe were promptly greeted by friendly staff and given our room with no extra charge even though we were about 2 hour early!
negative;positive;\nthe fitness center is much nicer than what i normally see at other hotels.
negative;positive;"right off michigan ave."""
negative;positive;wifi is easily accessible in the public area but it would be good to have it in the room especially when you aren't feeling well.
positive;positive;"from the moment we arrived at midnight without any luggage, which had been misplaced ex australia, the staff could not of been more helpful.\nthey provided u with the necesities of life and a late night upgrade.\nbreakfast wa first class, a wa the room.\nwhilst the view are tainted by the location, the location from a tourist point of view wa awesome.\n will gladly return next year."""
negative;positive;we were out for most of the day but we usually made it back to the hotel before the high tea wa over.
negative;positive;"""stayed here during a conference week but didn't notice any glitch or slow service."
negative;positive;jay, especially, wa very friendly and helpful.
negative;positive;"""i just stayed 3 night (feb. 2012)."
positive;positive;had some great happy hour deal on drink + appetizers.
positive;negative;nice martini specials.
negative;positive;"""i have stayed in this hotel many time over the past 20 years."
negative;negative;mind you i had swiped my card already which read my room number and such.
negative;negative;it left a bad taste in the mouth and for this reason i think the hotel wa very overrated.
negative;positive;we initially booked a queen room with shared bath but decided to upgrade to a private bathroom a week or so before our departure.
negative;positive;or lot 38 espresso bar around the corner (not busy).
positive;positive;"""i stayed at the st. giles hotel in august and wa both impressed and disappointed.\ntheir location is awesome."
negative;negative;i waited no le than 15 minute twice and more than 5 minute almost every time.
negative;positive;the lounge ha sofa and easy chairs, a computer with printer, tv, and a snack bar, where presumably they offer snack on certain day (though not on weekends).
negative;positive;"""i thought this wa great value for money to stay in such an amazing place."
negative;positive;she refused to let me pay, but upgraded my two level to a larger mega-king room.
negative;positive;took age to get served because of the party... but hey.
negative;negative;i called city club and spoke to their billing people on mulitple occasion and every time they promised to call me the next day to issue a credit and never did.
negative;positive;"we will come back again and would rate five star if there wa free wifi."""
negative;negative;i can even understand the hotel downgrading the room because they thought there would only be one guest, but the downgraded room wa so inferior to what i had booked that even if it had only been me staying at the hotel, i would have wanted a head p that there wa a problem (and would have expected some compensation for paying for something i wasn't getting).\n- being lied to that there were no room with king sized bed when obviously there were.\nwe had several other problem during our stay:\n1.
negative;positive;"""this wa my fifth visit to new york but wa the first time for my boyfriend and his parent so i wanted somewhere that wa central, clean and affordable."
positive;positive;we had a good sleep and our room wa very quiet.
positive;negative;"""we attempted to stay at the renaissance in philly for a quick weekend trip to visit family and friends."
negative;positive;"they have firework every wednesday and saturday.\n when we return to the city, we will stay at the homewood suit and nowhere else!"""
negative;positive;the hotel look old and dated in areas, and there wa no coffee making facility in the room, but these are fairly small drawbacks.
negative;positive;"will definately stay next cruise out of jax."""
positive;positive;our ford escape rental fit snugly but to be honest, some of the space were a bit narrow on the night that we got in late.
positive;positive;the room had a large bathroom, completely accessible, and it all just worked for us.
positive;positive;an alley...smelled of ciggarette smoke, although we requested non-smoking.
negative;positive;the front desk did send security up to quiet them down, but they would just strike it up again the next night.
positive;positive;$8 each way.
positive;positive;we checked in late - about midnight and everything in and around the hotel wa closed.
negative;negative;i don't know if there is any legal recourse to stop this, but i suggest the hotel try to do something to put a stop to this.
negative;negative;"""stayed here a it wa close to the airport, we had a very early start."
negative;positive;our three grandchild are not complainer which wa why we did not learn of this mistake until our third day.
negative;positive;they have an arrangement with a car service which virtually the same price a a taxi (about $45 with tip from the sf airport) and if shared by a group is a cheap a the supershuttle (which is $15 a person to the airport).\nfinally, the staff is wonderful.
positive;positive;"if you're not a whiner and complainer about petty little stuff, you'll enjoy staying here."""
negative;positive;"vale pela localiza\u00e7\u00e3o e o pre\u00e7o modesto."""
negative;positive;"""when i travel i always find myself satisfied with hampton inn and this is no exception."
positive;positive;erica, in postcards, remembered sarah from her stay last year.
positive;positive;"you know it good when the staff can't stop raving about the company."""
negative;positive;this trip i wa pleasantly surprised by a complementary tray of chip and salsa, candied walnuts, chocolates, and gummy bear waiting for me in the room, along with an upgrade to marriott reward gold status.
negative;negative;the air con wa ineffectual.
positive;positive;la posizione \u00e8 eccellente essendo a 30 metri dalla fermata della bart che lo collega all'aeroporto, a due isolati da union square, di fronte alla fermata della cablecar.
negative;negative;woke up at 7am to a woman having a phone conversation for almost 2 hours.
positive;positive;very nice.
negative;positive;the empire state building really is right around the corner.
negative;positive;"""we stayed over the christmas break."
negative;negative;the manager told me he wa sorry and that he would transfer me -- at 10:30 p.m.!
positive;negative;"we got a 'courtyard' room; sound nice, right?"
positive;positive;we even found reasonable parking on 43rd and 10th avenue - $18 per 24 hour (look for parking in nyc in iconparking.com)!
positive;positive;bathroom pretty small.
negative;positive;there wa a nice coffee shop with porch (starbucks) in the lobby.
positive;positive;we had our money's worth in the first day and, what could be more pleasant than catching the california cable car back to the hotel?
negative;positive;breakfast wa hot and plentiful.
negative;negative;el aire acondicionado goteaba adentro de la habitaci\u00f3n lo que generaba un charco, que al ser piso alfombrado, estaba tooodo el piso de la habitaci\u00f3n mojado y no se podr\u00edan poner la maletas en el.
negative;negative;i also wrote the regional manager, mike donahue, but he never responded.
negative;positive;no bug and it wa fabulous being about a block away from the empire state building.
negative;negative;\nthe next day, we went back to the ramada where finally we could have a room for the rest of the stay.
positive;positive;"kid love that!\nty trump!"""
positive;positive;"""we had a fabulous time at the windsor suites!"
negative;positive;my orig room wa beautifiul but had a broken ac..
negative;positive;"minimum charge us$5\ni know hotel are struggling to make money but these charge are excessive."""
negative;positive;we stayed on the 15th floor which is considered the gold floor, would do that again in a heartbeat.
negative;negative;do to the lateness, we spent the night but requested a change first thing in the morning.
negative;negative;"i wouldn't stay here again."""
negative;positive;"""i recently stayed at this fairfield inn for a second time, this time choosing a king suite."
negative;positive;i had a hard time going to sleep--our room wa right on lexington and even though we didn't get back to the hotel until after 1am on both nights, it wa still difficult for me to fall asleep with all the traffic noise.
positive;positive;the room we got wa huge with a view of window from the office building next door.
negative;positive;the hotel wa centrally located to everything.
positive;negative;"""i stayed here because of the location in lower east , the sleek architecture of the building and the cool vibe of the area.\nunfortunatelly after 5 year of opening , the decor fall down in maintenance, some stain on the carpet and scratch on the furniture make this place declining and not a appealing a expexted.\nthe staff is amateur and desinterested.\nthe value for money is poor."""
negative;positive;it's in a safe location however i wa told it wa very close to time sq.
negative;positive;the hotel doe not have true black-out shade or anything like that.\n--avoid the restaurant, which wa mediocre at best and overpriced (like most of the food in that area).\noverall good choice.
positive;positive;the room wa impressive, with great views, beautiful soft furnishing and all the top class gadgets.
positive;positive;the hotel wa wonderful from the check in by a terrific worker named jason who gave u our keys, map and direction to our room, let u know that our internet would be free and if there wa anything needed to call immediately and ask for him.
negative;positive;"""sch\u00f6nes altes hotel in guter lage."
negative;negative;coffee, oj and fruit juice - fine when it wasn't running out.
negative;positive;they have a take-away cafe in the foyer, but the food is dreadful!
negative;positive;when we walked in, we thought they might have messed up our reservation because the room wa huge (compared with the one we had just checked out of--- for the same price).
negative;negative;we moved down the street to the palomar which wa a lot nicer, friendlier, luxurious, more expensive, and just plain better!!
positive;positive;the public area of the hotel is well maintained, stylish and very enjoyable to 'sit back' in.
negative;positive;however, universal studio wa right next door and you could either walk to the park or wait for the hotel shuttle to take you which went every 10-15 minutes.
negative;positive;"\ndo tell cab driver that it is the courtyard on exeter st."""
negative;positive;friendly service and the driver wa accommodating in dropping me at the u airway hangar, which wa not on his regular route.
positive;positive;tv service, on demand, minibar, snack (overpriced a always), some other article that you may want in an emergency (anti acids, condoms).
negative;positive;"""i stayed at the nyma hotel back in april & found it to be a very nice hotel from check in to checkout the staff were very helpful."
negative;negative;not worth the price.
positive;positive;it is also a non-refundable rate.
negative;negative;i wa kept waiting 30 minute while they tried to find an available room and it wa not the room type i had paid for.
negative;negative;the reception staff were uninterested and ill informed.
negative;positive;justin wa very friendly and cordial.
positive;positive;we slept soundly in the comfortable queen bed and appreciated the large shower in an otherwise small bathroom.
negative;positive;it wa about a 10-15 minute walk to union square and the hyde-powell cable car line.
negative;positive;"\nin the past i\u2019ve paid three to four time a much per night for a lesser experience."""
negative;positive;"we asked if we could be transferred to a quieter room and duty manager luis wa very accommodating, a were all the staff we encountered during our stay."""
positive;positive;she wa very pleasant, always smiling and very knowledgable about the city.
positive;positive;window open to fresh air.
positive;positive;room were clean and very comfortable.
positive;positive;the doorman wa helpful and courteous and the front desk wa most pleasant.
negative;negative;i asked for direction to the laundry room to get new linen myself and wa told that guest are not allowed in the laundry area.
positive;negative;"i am kind of confused how two shower head make it \""heavenly\""."
negative;negative;"""there are only 2 good thing to say about this hotel."
positive;positive;in addition to the flatscreen tv, every room ha an apple i-pad which you can use to access hotel service and to look at local maps.
positive;negative;at 3 a.m. husband had had enough of the noise and wanted to leave but we stuck it out til daylight and checked out.
negative;positive;this includes the janitor/ maintenance guy i met in the elevator, the doormen, bartenders, everyone.
negative;positive;"we will be there again, certainly."""
positive;positive;the stay wa quiet, and restful.
positive;positive;i originally chose the hotel for it size and proximity to union station, but quickly realized upon arrival that we had found a very special place.
positive;positive;you must go to the san diego zoo if you have children.
positive;positive;the room are small but nicely decorated, and on the 8th floor, anyway, very quiet.
negative;positive;my office booked this hotel for me because my three hotel preference were sold out (hotel monaco, grand hyatt, w).
negative;positive;only stayed a managed to get a promotional rate over winter.
negative;positive;zimmer super sauber.
positive;positive;we traveled for fun, but hotel perfect for business needs.
positive;positive;"""we stopped there for three night and really enjoyed it the hotel is in an excellent location ,the staff were friendly and the lobby is worth seeing on it own altogether it well worth stopping at."""
positive;positive;"great bang for you buck."""
positive;positive;"""we've put our friend and family here recently and spent some time there."
negative;positive;"i don't think we'll be staying here again."""
negative;negative;"we demanded a refund after the first morning, and ate at a greek diner around the corner on newbury street for the rest of the week."""
positive;positive;the bed are very comfortable and the room is very clean.
negative;negative;upon check in, we're told we have to pay a $50 deposit for the room, even though we spoke to the hotel numerous time about the total costs, nobody mentioned this.
negative;positive;a it turned out the room wa ideal.
negative;positive;i really liked it, it's not the fanciest hotel in town but it's pretty good, the people in the front desk are very friendly and helpful, they know a lot about direction and they were eager to help u and give u tip about where to go and where not to go.
negative;negative;en do ocasiones no no dejaron toallas.
negative;positive;"i am very loyal to marriott and, needle to say, wa very disappointed that this happened."""
positive;positive;the hotel itself is lovely and the room very spacious.
negative;positive;however if you are planning your l.a. trip and you are over 25 i highly recommend hiring a car, the road are easy but public transport is awful!
negative;positive;it wa clean and staff wa friendly.
negative;positive;i used some spg point to get a room for a nice price.
negative;positive;this time, however, i wa not.
negative;positive;there is also a gym in the lower floor although i have no idea what's it like, i got enough exercise walking around manhattan island!
positive;positive;\nthe free internet is nice, and the business center ha the pc, internet, printer, and fedex supplies.
negative;positive;"i didn't feel crammed into a room, instead there wa room to breathe!"""
negative;positive;"we can thoroughly recommend this hotel."""
negative;positive;since i had time to kill sunday before my flight.
positive;positive;it could be quite noisy a well from the bus terminal but you got use to the noise.
negative;positive;this hotel ha character!
positive;positive;we understand they are under new management, and we commend them for being concerned about the environment.
negative;positive;nooit hoeven te wachten.
negative;positive;"\nthanks w on lex.\nmatt"""
negative;negative;the running lasted for 2 hour and then abruptly stopped.
positive;positive;"would definitely recommend this hotel."""
negative;positive;"""this wa a nice hotel, but right on i-5 interstate...so quite noisy with sound of traffic....on the side of the hotel we were on."
positive;positive;the hotel is right near the moscone convention center, yerba buena gardens, sfmoma, meteron (multiplex cinema, food court for inexpensive dining and target), the giant westfield mall with nordstrom, bloomingdales and more.
negative;negative;the breakfast here is very limited.
positive;positive;the front desk staff are friendly and helpful.
negative;positive;my sister wa up and out walking, while enjoying the san diego skyline, every morning.
negative;negative;despite any good quality this hotel might have, i wa miserable the whole time, and so give club quarter the lowest rating.
negative;negative;"if we did not insist to change it, they would force u to stay in the handycapped room for the rest of the week."""
negative;positive;the bed are so yummy, it made it hard to get out of bed some mornings.
positive;positive;"great location for viewing the sites!"""
positive;positive;"extremely modern with a fantastic entrance a few step from time square."""
negative;negative;the sofa had hole in the cushion and you could see the padding.
positive;positive;\nthe room are quite small but thats standard in new york.
negative;negative;the hotel removed one and moved the dog but the other continued it's howling.
positive;positive;i love the new ambiance, the attention to detail, the comfortably large and well-appointed guest rooms, and the terrific housekeeping staff.
negative;negative;\nall night long (til after 3am) there were people going in and out of all the room above us...stomping up & down the stairs.
positive;positive;high-speed internet wired and wireless a well!
positive;positive;our room wa very comfortable, we got a great night sleep on both occasions.
positive;negative;the best thing about the t & c are the ground (lovely tropical flowers, vine and rose everywhere with gazebos, trellises, benches, and the pools), and the location next to the trolley system and mall.
negative;positive;"you don't always have to be in the middle of everything all the time, and lowell hotel is a nice place to kick back and relax, knowing that you are step away from anything you want or need at any time."""
negative;positive;this wa very comforting to me a a woman spending most of my time alone at the hotel.
positive;positive;fun, eclectic hotel.
negative;positive;"lullaby music to my ears."""
negative;positive;"""the hotel wa a bargain."
positive;positive;the park central is a good hotel - not great but good.
negative;positive;not knowing much about shelter island, and having a picky husband, i really hoped our stay would be worth the $$.
negative;positive;we will stay here again!
negative;positive;other plusses: a nightly turn-down service (with chocolate mints) and bath robes.\ncheck-in wa quick and easy.
negative;positive;but since we checked in late on thursday night and were (unfortunately) only staying for one day, the front desk clerk said he would upgrade us.
negative;positive;alle sehensw\u00fcrdigkeiten sind fussl\u00e4ufig erreichbar.
negative;positive;), chambre tr\u00e8s agr\u00e9able et grande, un luxe \u00e0 ny !
negative;negative;"""i read the mixed review on this website and i thought i would risk it by going, but i really should have listened because everything they said wa right."
positive;positive;"""we stay often at the n.y. hilton."
negative;positive;\nthis hotel is older but ha been renevated.
negative;positive;we did have trouble with the tv in the room, but a soon a we reported it, housekeeping wa quick to respond and promptly replaced it.
negative;positive;set in the ground of acre of countryside (ideal for golfers), you could be forgiven for thinking you were in italy or spain.
negative;negative;the receptionist are cold and unfriendly the room are tiny, you fall into the bed on opening the door.
positive;positive;"""i had an awesome experience at the hotel monaco chicago."
negative;positive;would certainly recommend to others.\nour only negative wa that we booked into the hotel during it restoration process.
negative;positive;when all business are looking for an edge over their competitors, this is surely the easiest thing to give, especially to so-called valued guest especially when your hotel is half-empty.\nvent over.
negative;positive;"""shuttle from the airport is standard $14."
negative;positive;we had a 2 bdrm/2 bath suite on the 4th floor.
positive;positive;"the location, the friendliness and the comfy accommodation made galleria park hotel a home away from home."""
negative;negative;the hotel is in a great location, is very clean, the room wa huge, the bed wa extremely comfortable, and the service wa awful.
negative;positive;the parking is pricey, so beware of that.
negative;negative;in the mean time we went to see the room.
positive;positive;when we checked in and got to the room, it wa huge and had an amazing view (corner room) but... no sofa bed like we requested.
positive;positive;the architectural boat cruise leave nearby (highly recommend cruise but do book ahead to ensure your seat).\nno negative really although a poor hair dryer in the bathroom with only one heat and fan setting.
positive;positive;"""we were married in san francisco (about an hour and a half from our home) and stayed at the regis on our wedding night and have returned regularly in the past 15 years."
positive;positive;hotel ha an excellent gym and a small \nstarbucks coffee stand.
negative;positive;"""even after reading all the great review on this hotel i wa surprised at how big and clean the room were."
negative;positive;(how often do you have to reset the clock because someone ha unplugged it?
negative;positive;"hotel is in a great upper west side neighbor hood near subway.\non the ave is my home away from home ."""
positive;positive;the location wa great, the room wa clean and good sized with comparable amenities.
negative;negative;we ended up leaving anyway and had to pay out more money for another hotel.
negative;positive;before arriving we'd read some review which said the decor wa a bit tired.
negative;positive;subway is one block away.
negative;positive;"""my husband and i stayed one night in october, just for a quick get-away from home."
negative;positive;the professionalism given by juan c wa outstanding.
negative;negative;also if you are going to allow pets, someone should pick up after the dog if the owner isn't, stepped in dog poop twice walking across the grass in the front.
positive;positive;"a very good option in manhattan"""
positive;negative;we arrived and checked in and a soon a we got off the elevator on our floor the smell of marijuana almost knocked u down.
negative;positive;it is conveniently located close to union square shopping, the mason st cable car and the streetcar on market down to the wharf.
negative;positive;soon, however, the initial response changes---the layout are awkward...the chair at the desk--the only one---has it back to the tv....you have to watch tv in bed or move the chair.
negative;positive;"""stayed here 2 night on a july (humid & hot ) weekend and would stay again if it were just for 1 to 2 night again."
positive;positive;pool is excellent although the workout room is at the back of the hotel, i guess it's okay since you have to walk to get there.
positive;positive;always get a great free breakfast with a wonderful omelet chef.
negative;positive;very quiet, too, no noise either from adjacent room or outside.\none of the coolest area wa the outside porch overlooking the city on the 16th floor.
negative;negative;a $100 discount total for 3 night stay (~ $33/night) on a $237/night room rate.\neven with power this hotel is not worth it.
positive;positive;to our left wa a very nice shower with a window, 3 different water head and a place to sit if you wanted.
negative;positive;we decided to stay last minute at this hotel because we were going to the (free!)
negative;positive;starbucks to the left of the hotel.
positive;positive;"will continue to use it a my preferred place in ny."""
negative;positive;have stayed in every brand of hotel.
negative;positive;the only downside wa the size of the rooms, especially the bathroom.
positive;positive;aufgrund der zantralen lage nat\u00fcrlich auch laut - in den unteren etagen sp\u00fcrt man zus\u00e4tzlich die u-bahn.
positive;positive;the view were spectacular, the decor lavish, and the food wa delicious.
positive;positive;there is a fantastic bar (with a brilliant view) and a restuarant in the hotel if you want.
negative;positive;the computer and printer in the lobby were handy, although they were usually occupied and the internet is a tad slow.
positive;positive;the best thing wa the location.
positive;positive;metrostation zit op de hoek.
positive;negative;we had little hair on our phone and in our bathroom.
positive;negative;hotel look great from outside.
negative;positive;parking is free and you get to park in a secure garage.
negative;positive;the location is excellent for 6th street or to go to the capital- we even walked down to home slice on south congress from this hotel.
negative;positive;50 euro.
negative;positive;christopher cunje, the desk manager stand out, giving the best advice for directions, restaurant and secret tip like just dropping by walgreens for a pint of hagaan daaz because the ice cream store wa too much a walk for me to make.
negative;positive;\ni think the other, larger room with light were probably much better than mine.
negative;negative;nosotros lo reservamos a trav\u00e9s de rumbo.es, y finalmente no devolvieron el dinero de la estancia.
negative;positive;the room wa spacious, very clean with an extremely comfortable bed!
negative;positive;were not impressed by the american restaurant on site though.
positive;positive;but we stayed in the executive one bedroom suite at the kimberly for $420/night, and it wa huge...king bedroom and nice masterbath, second 1/2 bath (godsend!
negative;positive;"""los dia que pasamos en esta ciudad fueron muy agradables ,el hotel fue la mejor eleccion que hicimos en todo nuestro viaje."
negative;negative;i felt like we were in a prison with the bare bone minimum.
negative;negative;"""i would never stay here again."
negative;positive;i have actually stayed there more for pleasure then business!
negative;positive;"""i worked with the staff for a few month planning this preacher's wife study weekend."
positive;negative;besides the line being shorter, folk are remarkably friendly and open, the coffee is excellent and the pastry are local and better.
positive;positive;\ni love the dog who stay with their humans, which added to our stay.
positive;positive;join the gold club and receive a bottle of wine when you check in.
negative;negative;the bathroom wa teeny tiny, and made to feel smaller by the enormous cabinet and pedestal sink.
negative;positive;"""we've just returned from our stay at the belvedere - there were four of u (female) and we shared a room with 2 double to save money."
positive;positive;all the people who worked there from the front desk, to bell-person to housekeeping cheerfully and graciously helped make our stay fabulous.
negative;positive;"""my experience at homestead suite wa none like ever before at this type of hotel."
positive;positive;"this will be our new san diego hotel from now on!!"""
positive;positive;\nwhen we got into our room later, they had left u a bottle of champagne and cooky in our room.
positive;positive;die zimmer sind zwar nciht sehr gro\u00df, aber trotzdem sehr chic und gem\u00fctlich eingerichtet.
negative;positive;however, i called room service and they delivered cutlery, plate etc.
positive;positive;i paid $10.95 for 3 half slice of french toast and a few anemic sausage patties.
positive;positive;"""my wife and i stayed at the trump tower in chicago from july 15th-17th, this wa a getaway weekend to celebrate my wife's 40th birthday."
positive;positive;"""i have stayed at several marriott's while traveling to charlotte for work (residence inn southpark and tyvola/77, arrowood fairfield inn and courtyard, and renaissance southpark) and the marriott executive park is head and shoulder above all of them."
negative;positive;service is slower and le attentive than at a luxury property but this property avoids the chill that sometimes go with a property that think they are cooler than their guest (e.g.
negative;positive;also, the internet situation is awful at this place.
positive;positive;\nwe had two stay this january and had good stay both times.
positive;positive;an enclosed rear terrace open into lafayette street and is popular in warm weather.
positive;positive;many subway line are within two block and if you don't mind walking a couple a mile a day, you can walk everywhere from here.
negative;negative;"when i went down to complain to the staff, i got a tepid \""sorry\""."
positive;positive;i definitely recommend the omni berkshire.
positive;positive;"""my husband and i purchased our thru the living social special."
positive;positive;"bed very nice."""
positive;positive;the lobby wa beautifully decorated for the holidays, and check-in wa quick and very courteous.
negative;positive;"""if your looking for a lovely hotel, a diamond in the rough, the hotel giraffe should be your destination."
positive;negative;"""this hotel ha a great location in the chicago loop, but it is very close to the track for the chicago l (the elevated railroad, chicago's version of a subway)."
negative;positive;i don't think they had even opened it for the season at that point.
negative;positive;the location is exceptionally convenient if you have business at virgina mason clinic or hospital.
negative;positive;"that room apparently ha no desk (just a coffee table), and you need to be under 5'8\"" to use the shower!"
positive;positive;i look forward to coming back.
negative;positive;staff were extremely friendly.
negative;positive;not one problem with the room, washroom or staff.
positive;positive;the icing on the cake wa the great service we got at the concierge from heather.
negative;positive;"""i stayed here for 3 night on business the week before valentine's day."
negative;negative;between that and the thin wall sleep wa nearly impossible.
positive;positive;gr\u00f6\u00dfe de zimmer war ok, wenn e auch etwas schwierig war die koffer unterzubringen.
negative;negative;"never stayed at a hotel where i had to request someone to clean my room every day i wa there."""
negative;negative;the complimentary breakfast wa your usual bagels, etc.
negative;negative;)\nthere wa a crowded rooftop bar which wa nice for good weather evenings.
negative;negative;first room i wa given: tub had 3 long hairs, sink had food matter stuck and dried out meaning the maid hadn't properly cleaned it, clean ?
negative;negative;the guy at the hotel simply read me the same generic email that he sent me earlier.
negative;negative;the small room wa mostly clean, but the dirty spot that wa on the table when we arrived wa still there when we left 4 day later.
negative;negative;"the tennis court are very good - but it took almost 2 hour of begging to get the \""tennis pro\"" to find u some racquet in his store room."
negative;negative;back down to the front desk to find out that there were no other rooms.
negative;negative;"""the room were decent and the hot breakfast wa a nice perk with waffles, sausage, biscuit and gravy, among other thing available every morning."
negative;negative;\u043e\u0447\u0435\u043d\u044c \u0440\u0430\u0441\u0441\u0442\u043e\u0435\u043d\u0430 \u0438\u0437-\u0437\u0430 \u0442\u043e\u0433\u043e \u0447\u0442\u043e:\n1.
negative;negative;she called my room 10 minute later to tell me that the airline site wa telling her that my airline wa saying i must be traveling on nwa.
negative;negative;when i called the front desk on three occasions, it took them once 19 ring to answer and twice nobody answered at all and this wa in the evening not during peak check in time.
negative;negative;i will never stay at another loew's hotel and i will be a vocal a possible if ever given the opportunity to influence someone else's decision.
negative;negative;alles im allen k\u00fcmmert sich keiner um evtl.
negative;negative;\nto alleviate the horrible night and morning that they had created for us, we were told that we are given free breakfast but when we went to actually eat it the guy tell u that we are allowed two item from their breakfast bar!!
negative;negative;"""i had read the terrible review before hand and thought i could easily live with the dirty room and bad service but wow wa i suprised at bad this hotel actually was."
negative;negative;all they did wa merely apologize and that wa it.
positive;negative;we asked for someone to just meet u at the new room so we wouldn't be burdened with moving our luggage yet again up and down the stair and elevators.
negative;negative;"the manager wa extremely apologetic."""
negative;negative;the breakfast wa your typical hotel quick breakfast.
negative;negative;"""i had an uneventful stay here in mid-may, 2008."
negative;negative;we got one tiny bar of soap to divide between the sink and the shower.
negative;negative;"""very noisy hotel from traffic, and hundred machines, air ac, vents, pumps, etc from hotel and others building nearby."
positive;negative;the mini-fridge is very old.
negative;negative;"we stay a night in fw every few month a a \""staycation\"" from dallas for a break from the kids."
negative;negative;the first room smelled of cigarette smoke and wa yellowed by this even thought we asked for a none smoking room.
negative;negative;i like the location and the flat screen tv, but would like them to take more responsibility for repairs.
negative;negative;after waiting for about 10-15 minute we were approached by amy asking if she could help.
negative;negative;i called again later, a we were now getting closer to downtown and i wa a little nervous.
negative;negative;"""i would have to agree with all the negative reviews!"
negative;negative;"they charged $30 per person for the most pitiful \""spread\"" i've ever seen."
negative;negative;"she yelled and me and my friends.\nto sum it up, worst hotel ever.\ni advise anyone to never ever stay here!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"""
negative;negative;it sounded like quite a few people were in there partying it up.
negative;negative;definitely within walking distance to the space needle and only a few block to restaurants, the malls/stores downtown, and only a few (drivable) neighborhood away from the international district.
negative;negative;"when entered the bathroom in my room there wa a \""you-know-what\"" stain on the toilet seat."
negative;negative;this hotel is very close to the afb.
negative;negative;it wa horrible and still itching today.
